from_stop_id,to_stop_id,transfer_type,min_transfer_time
3343783,7900450,2,214
3343776,7920959,2,270
3343789,8985219,2,240
3343796,4036201,2,224
3343789,8985218,2,242
3343761,8321640,2,240
3343755,7932007,2,267
3343755,7932008,2,187
3343777,7899413,2,207
3343760,9128424,2,266
3343777,7899412,2,253
3343777,7899415,2,256
3343777,967989,2,180
3343777,7899414,2,243
3343770,7920897,2,213
5478370,3343801,2,245
3343791,8985220,2,234
3343770,9362034,2,198
5478370,3343802,2,245
3343791,8985221,2,221
3343335,4037018,2,225
3343779,9152942,2,287
3343779,9152943,2,287
3343774,8007416,2,230
3343806,9296170,2,227
3343764,9295937,2,229
3343764,9295936,2,245
3343786,7921126,2,241
3343786,7921125,2,209
3343765,1166838,2,180
3343765,1166839,2,180
3343763,1980,2,180
3343792,7920853,2,197
3343792,7920854,2,215
9152951,3343805,2,221
3343767,2102,2,600
3343785,7931528,2,217
9152951,3343806,2,221
3343763,1982,2,180
3343785,7931527,2,209
3343785,7921125,2,209
3343785,7921126,2,241
3343777,7932202,2,217
3343762,2293,2,180
3343781,4044991,2,277
3343808,3686300,2,186
3343811,9296774,2,199
3343811,9296773,2,232
3343766,7913223,2,193
3343761,8321677,2,223
3343791,1698,2,180
3343772,4036654,2,253
3343777,6591526,2,229
3343779,7931524,2,286
3343764,2172,2,180
3343764,2170,2,180
3343788,6904251,2,193
3343756,7932008,2,187
3343756,7932007,2,267
3343776,2487,2,180
3343776,2488,2,180
3343779,7899590,2,266
9152950,3343806,2,221
3343762,8321677,2,223
3343334,4037018,2,225
3343756,2241,2,180
6591548,3343778,2,229
9152950,3343805,2,221
6591548,3343777,2,229
3343791,8985268,2,234
3343816,3686993,2,212
3343814,5688850,2,239
3343816,3686994,2,207
3343789,7931767,2,207
3343789,7931766,2,280
3343794,8985222,2,208
3343794,8985223,2,220
3343814,5688849,2,233
3343785,2063,2,180
3343785,2062,2,180
3343778,1647,2,180
3343815,7275719,2,203
3343761,7964960,2,244
3343785,7921173,2,212
3343776,4037046,2,270
3343755,1916,2,180
3343769,8007364,2,215
3343804,7986466,2,217
3343815,7275720,2,241
3343796,7898931,2,207
3343796,7898932,2,187
3343801,3813540,2,214
3343801,3813541,2,235
3343770,8007364,2,215
4723810,3343804,2,238
4723810,3343803,2,238
3343807,3663639,2,186
3343796,4036210,2,224
3343772,9128522,2,253
3343767,7931380,2,236
3343767,7931381,2,256
3343800,4036212,2,204
3343791,3926293,2,197
3343803,7986467,2,238
3343761,7964959,2,232
3343803,7986466,2,217
3343791,3926292,2,215
3343804,7986467,2,238
3343807,3663640,2,189
3343785,7921174,2,191
3343768,4036755,2,236
3343768,4036756,2,242
3343768,4036753,2,256
3343762,8321640,2,240
3343783,7986304,2,219
3343768,4036754,2,234
3343772,2457,2,180
3343768,4036752,2,249
3343758,9295996,2,207
3343767,4036658,2,256
3343758,9295997,2,231
3343767,4036657,2,236
3343766,9295938,2,193
3343777,2376,2,180
3343762,1897,2,180
3343777,2377,2,180
3343799,4036199,2,192
3343770,9128562,2,199
3343786,7986305,2,191
3343767,7946304,2,233
3343767,5138168,2,216
3343766,7932232,2,193
3343788,7921038,2,199
3343767,7946305,2,216
3343767,5138167,2,285
3343812,9296773,2,232
3343767,5138169,2,233
3343812,9296774,2,199
3343767,7946308,2,256
3343767,7946309,2,249
3343767,7946306,2,228
3343767,7946307,2,222
3343807,5675629,2,277
3343765,7913223,2,193
5478376,3343806,2,309
5478376,3343805,2,309
3343777,4037268,2,217
3343794,8985269,2,208
3343768,7900286,2,233
3343335,7911800,2,191
3343799,8985274,2,217
3343807,7931463,2,277
3343781,7931524,2,277
3343774,9416516,2,198
3343774,9416517,2,246
3343825,5675676,2,83
3343792,3926293,2,197
3343775,7275146,2,257
3343792,3926292,2,215
3343756,3812988,2,268
3343799,7946020,2,258
3343777,9362043,2,204
3343771,9128522,2,253
3343817,3619772,2,257
3343817,3619771,2,295
3343772,9128574,2,253
3343817,3619770,2,200
3343773,2001,2,180
3343767,2313,2,180
3343767,2314,2,180
3343799,7946019,2,258
3343807,3663669,2,189
3343806,7931466,2,200
3343786,4037265,2,193
3343786,2062,2,180
3343786,4037264,2,195
3343786,2063,2,180
3343771,9362033,2,191
3343759,9128424,2,266
3343775,7945912,2,257
3343776,7945889,2,270
3343817,3619377,2,236
3343766,8379519,2,186
3343755,2537,2,180
3343764,7991808,2,199
3343764,7991809,2,196
3343806,7986464,2,309
3343806,7986463,2,235
3343806,7986462,2,200
3343819,5675607,2,85
3343762,7991679,2,240
3343757,9295996,2,207
3343762,7991678,2,223
3343767,4459242,2,249
3343814,3619864,2,239
3343767,4459244,2,242
3343767,4459243,2,234
3343757,9295997,2,231
3343768,7900224,2,242
3343805,8219786,2,200
3343805,8219788,2,309
3343805,8219787,2,216
3343814,3619865,2,233
3343761,7991678,2,223
3343761,7991679,2,240
3343770,4036826,2,282
3343786,4037243,2,217
3343770,4036825,2,192
3343775,7931375,2,210
3343775,7931374,2,281
3343808,3663714,2,186
3343799,8985232,2,217
3343799,8985233,2,274
3343781,7931566,2,257
3343770,7991802,2,215
3343769,1702,2,180
3343774,7931375,2,246
3343774,7931376,2,198
3343817,3619730,2,236
3343776,7275146,2,257
3343817,3619739,2,200
4723806,3343801,2,269
4723806,3343802,2,269
3343785,7931772,2,203
3343785,7931771,2,212
3343768,1846,2,180
3343768,1847,2,180
3343799,8985245,2,192
3343771,1712,2,180
3343771,7920896,2,198
3343769,7920897,2,213
3343808,3686540,2,186
3343784,7900450,2,214
3343756,1916,2,180
3343804,5411275,2,217
3343807,3686539,2,308
3343764,7991810,2,245
3343807,5675654,2,189
3343807,3686540,2,186
3343808,3686539,2,308
3343338,7013424,2,189
3343338,7013425,2,203
3343799,3813542,2,261
3343799,3813543,2,198
3343825,3620258,2,83
3343825,3620259,2,85
3343757,7931984,2,264
3343808,3663565,2,189
3343762,7986263,2,282
3343807,3686300,2,186
3343806,7931513,2,227
3343786,7964945,2,195
3343755,9417136,2,209
3343786,7964946,2,203
3343755,9417135,2,198
3343755,9417134,2,187
3343757,7931789,2,207
3343776,7275216,2,270
